date,value
2026-01-02,322.36865234375
2026-01-05,330.8468322753906
2026-01-06,332.90625
2026-01-07,325.3250732421875
2026-01-08,328.11083984375
2026-01-09,327.5138854980469
2026-01-12,322.8377990722656
2026-01-13,309.3169860839844
2026-01-14,306.30242919921875
2026-01-15,307.68536376953125
2026-01-16,310.8789978027344
2026-01-20,301.19854736328125
2026-01-21,300.50213623046875
2026-01-22,302.0840148925781
2026-01-23,296.2041015625
2026-01-26,299.5072021484375
2026-01-27,298.7809143066406
2026-01-28,299.2385559082031
2026-01-29,304.8598327636719
2026-01-30,304.33251953125
2026-02-02,306.5710754394531
2026-02-03,313.24688720703125
2026-02-04,315.654541015625
2026-02-05,308.5807800292969
2026-02-06,320.7584533691406
2026-02-09,320.4599914550781
2026-02-10,316.659423828125
2026-02-11,309.2374267578125
2026-02-12,301.09906005859375
2026-02-13,301.0094909667969
2026-02-17,305.5661926269531
2026-02-18,307.2077941894531
2026-02-19,306.48150634765625
2026-02-20,309.20758056640625
2026-02-23,296.1543884277344
2026-02-24,295.7862243652344
2026-02-25,301.75567626953125
2026-02-26,304.5712890625
2026-02-27,298.7709655761719
2026-03-02,296.044921875
2026-03-03,298.7311706542969
2026-03-04,297.8656311035156
2026-03-05,292.0553283691406
2026-03-06,288.0060729980469
2026-03-09,288.44384765625
2026-03-10,287.2598876953125
2026-03-11,286.0560302734375
2026-03-12,281.44964599609375
2026-03-13,281.996826171875
2026-03-16,284.7029724121094
2026-03-17,285.42926025390625
2026-03-18,286.27490234375
2026-03-19,286.5037536621094
2026-03-20,285.1009216308594
2026-03-23,288.4338684082031
2026-03-24,290.91119384765625
2026-03-25,293.91583251953125
2026-03-26,290.1749572753906
2026-03-27,281.3998718261719
2026-03-30,282.32513427734375
2026-03-31,292.6622314453125
2026-04-01,293.87603759765625
2026-04-02,293.1000061035156
2026-04-06,295.45001220703125
2026-04-07,297.3999938964844
2026-04-08,307.9700012207031
2026-04-09,310.3299865722656
2026-04-10,309.8699951171875
2026-04-13,313.67999267578125
2026-04-14,311.1199951171875
2026-04-15,305.92999267578125
2026-04-16,309.95001220703125
2026-04-17,310.2900085449219
2026-04-20,316.989990234375
2026-04-21,313.0
2026-04-22,313.0199890136719
2026-04-23,311.69000244140625
2026-04-24,308.5150146484375
