date,value
2026-01-02,171.87646484375
2026-01-05,175.1852264404297
2026-01-06,181.2860565185547
2026-01-07,179.0404815673828
2026-01-08,180.7097625732422
2026-01-09,176.64585876464844
2026-01-12,168.19015502929688
2026-01-13,164.23553466796875
2026-01-14,163.4903106689453
2026-01-15,160.36041259765625
2026-01-16,158.40298461914062
2026-01-20,153.0871124267578
2026-01-21,155.3724365234375
2026-01-22,156.79331970214844
2026-01-23,154.82595825195312
2026-01-26,153.53424072265625
2026-01-27,152.0636749267578
2026-01-28,151.72584533691406
2026-01-29,151.24891662597656
2026-01-30,150.6229248046875
2026-02-02,151.6463623046875
2026-02-03,146.24105834960938
2026-02-04,147.94015502929688
2026-02-05,135.43048095703125
2026-02-06,136.46383666992188
2026-02-09,138.04368591308594
2026-02-10,139.1962890625
2026-02-11,140.14022827148438
2026-02-12,137.58663940429688
2026-02-13,139.80239868164062
2026-02-17,141.7200927734375
2026-02-18,142.32620239257812
2026-02-19,140.3687744140625
2026-02-20,141.968505859375
2026-02-23,139.51426696777344
2026-02-24,143.85638427734375
2026-02-25,144.88975524902344
2026-02-26,144.6612091064453
2026-02-27,141.45181274414062
2026-03-02,140.1302947998047
2026-03-03,137.24880981445312
2026-03-04,138.6199951171875
2026-03-05,137.0
2026-03-06,135.69000244140625
2026-03-09,138.11000061035156
2026-03-10,135.1999969482422
2026-03-11,134.1199951171875
2026-03-12,131.14999389648438
2026-03-13,132.60000610351562
